rank	gene	y_prob_max	p95_flag	bestF1_flag	clinvar_plp_flag	tier	P95_thr	BestF1_thr
7572	TPP2	0.998967	1	1	0	T1	0.150044	0.424311
7573	ZNF574	0.998967	1	1	0	T1	0.150044	0.424311
7574	AKAIN1	0.998966	1	1	0	T1	0.150044	0.424311
7575	CCDC66	0.998966	1	1	0	T1	0.150044	0.424311
7576	LRRC2	0.998966	1	1	0	T1	0.150044	0.424311
7577	PALMD	0.998966	1	1	0	T1	0.150044	0.424311
7578	PJA2	0.998966	1	1	0	T1	0.150044	0.424311
7579	SPRYD3	0.998966	1	1	0	T1	0.150044	0.424311
7580	TMEM266	0.998966	1	1	0	T1	0.150044	0.424311
7581	VWA8	0.998966	1	1	0	T1	0.150044	0.424311
7582	YOD1	0.998966	1	1	0	T1	0.150044	0.424311
7583	AARSD1	0.998965	1	1	0	T1	0.150044	0.424311
7584	CDH9	0.998965	1	1	0	T1	0.150044	0.424311
7585	COL16A1	0.998965	1	1	0	T1	0.150044	0.424311
7586	DICER1	0.998965	1	1	0	T1	0.150044	0.424311
7587	DNAH14	0.998965	1	1	0	T1	0.150044	0.424311
7588	ELMOD2	0.998965	1	1	0	T1	0.150044	0.424311
7589	FBLIM1	0.998965	1	1	0	T1	0.150044	0.424311
7590	GJB2	0.998965	1	1	0	T1	0.150044	0.424311
7591	GTF2A1L	0.998965	1	1	0	T1	0.150044	0.424311
7592	MEN1	0.998965	1	1	0	T1	0.150044	0.424311
7593	MIB2	0.998965	1	1	0	T1	0.150044	0.424311
7594	PTGES3L-AARSD1	0.998965	1	1	0	T1	0.150044	0.424311
7595	RELL2	0.998965	1	1	0	T1	0.150044	0.424311
7596	SLC35F5	0.998965	1	1	0	T1	0.150044	0.424311
7597	SLF1	0.998965	1	1	0	T1	0.150044	0.424311
7598	SMYD5	0.998965	1	1	0	T1	0.150044	0.424311
7599	SOS2	0.998965	1	1	0	T1	0.150044	0.424311
7600	STON1-GTF2A1L	0.998965	1	1	0	T1	0.150044	0.424311
7601	TBCA	0.998965	1	1	0	T1	0.150044	0.424311
7602	ZNF549	0.998965	1	1	0	T1	0.150044	0.424311
7603	DDX24	0.998964	1	1	0	T1	0.150044	0.424311
7604	EIF2B5	0.998964	1	1	0	T1	0.150044	0.424311
7605	ENSG00000290318	0.998964	1	1	0	T1	0.150044	0.424311
7606	GLI1	0.998964	1	1	0	T1	0.150044	0.424311
7607	GPX3	0.998964	1	1	0	T1	0.150044	0.424311
7608	GTF2H5	0.998964	1	1	0	T1	0.150044	0.424311
7609	LCORL	0.998964	1	1	0	T1	0.150044	0.424311
7610	RHOA	0.998964	1	1	0	T1	0.150044	0.424311
7611	RNF103	0.998964	1	1	0	T1	0.150044	0.424311
7612	RNF103-CHMP3	0.998964	1	1	0	T1	0.150044	0.424311
7613	SACS	0.998964	1	1	0	T1	0.150044	0.424311
7614	SRCAP	0.998964	1	1	0	T1	0.150044	0.424311
7615	TMEM214	0.998964	1	1	0	T1	0.150044	0.424311
7616	TTC21A	0.998964	1	1	0	T1	0.150044	0.424311
7617	CCDC191	0.998963	1	1	0	T1	0.150044	0.424311
7618	CHL1	0.998963	1	1	0	T1	0.150044	0.424311
7619	DNAAF10	0.998963	1	1	0	T1	0.150044	0.424311
7620	DNAH10	0.998963	1	1	0	T1	0.150044	0.424311
7621	DRD3	0.998963	1	1	0	T1	0.150044	0.424311
7622	ITGB1BP1	0.998963	1	1	0	T1	0.150044	0.424311
7623	PLCB3	0.998963	1	1	0	T1	0.150044	0.424311
7624	PMM2	0.998963	1	1	0	T1	0.150044	0.424311
7625	SDCCAG8	0.998963	1	1	0	T1	0.150044	0.424311
7626	UBIAD1	0.998963	1	1	0	T1	0.150044	0.424311
7627	ZCCHC8	0.998963	1	1	0	T1	0.150044	0.424311
7628	ZNF599	0.998963	1	1	0	T1	0.150044	0.424311
7629	CDHR2	0.998962	1	1	0	T1	0.150044	0.424311
7630	CYP3A4	0.998962	1	1	0	T1	0.150044	0.424311
7631	GSDME	0.998962	1	1	0	T1	0.150044	0.424311
7632	ID2	0.998962	1	1	0	T1	0.150044	0.424311
7633	RNF144A	0.998962	1	1	0	T1	0.150044	0.424311
7634	SNX24	0.998962	1	1	0	T1	0.150044	0.424311
7635	TOR1AIP2	0.998962	1	1	0	T1	0.150044	0.424311
7636	ACSS3	0.998961	1	1	0	T1	0.150044	0.424311
7637	FAM221B	0.998961	1	1	0	T1	0.150044	0.424311
7638	IGSF9	0.998961	1	1	0	T1	0.150044	0.424311
7639	PLSCR5	0.998961	1	1	0	T1	0.150044	0.424311
7640	PRRT1	0.998961	1	1	0	T1	0.150044	0.424311
7641	SPOCK3	0.998961	1	1	0	T1	0.150044	0.424311
7642	TMEM184A	0.998961	1	1	0	T1	0.150044	0.424311
7643	HEXA	0.998960	1	1	0	T1	0.150044	0.424311
7644	KIAA0586	0.998960	1	1	0	T1	0.150044	0.424311
7645	PLEKHA3	0.998960	1	1	0	T1	0.150044	0.424311
7646	SRGAP1	0.998960	1	1	0	T1	0.150044	0.424311
7647	SUB1	0.998960	1	1	0	T1	0.150044	0.424311
7648	ZNHIT6	0.998960	1	1	0	T1	0.150044	0.424311
7649	PPP3R1	0.998959	1	1	0	T1	0.150044	0.424311
7650	RETREG3	0.998959	1	1	0	T1	0.150044	0.424311
7651	SNRNP40	0.998959	1	1	0	T1	0.150044	0.424311
7652	TGFA	0.998959	1	1	0	T1	0.150044	0.424311
7653	THAP6	0.998959	1	1	0	T1	0.150044	0.424311
7654	UFSP2	0.998959	1	1	0	T1	0.150044	0.424311
7655	YIPF5	0.998959	1	1	0	T1	0.150044	0.424311
7656	ATP1B3	0.998958	1	1	0	T1	0.150044	0.424311
7657	ATP6V0E1	0.998958	1	1	0	T1	0.150044	0.424311
7658	CAPN10	0.998958	1	1	0	T1	0.150044	0.424311
7659	CRHBP	0.998958	1	1	0	T1	0.150044	0.424311
7660	FAM136A	0.998958	1	1	0	T1	0.150044	0.424311
7661	FEZF2	0.998958	1	1	0	T1	0.150044	0.424311
7662	FGD4	0.998958	1	1	0	T1	0.150044	0.424311
7663	GHSR	0.998958	1	1	0	T1	0.150044	0.424311
7664	LDAH	0.998958	1	1	0	T1	0.150044	0.424311
7665	MTERF4	0.998958	1	1	0	T1	0.150044	0.424311
7666	PAOX	0.998958	1	1	0	T1	0.150044	0.424311
7667	SLC27A3	0.998958	1	1	0	T1	0.150044	0.424311
7668	SOX30	0.998958	1	1	0	T1	0.150044	0.424311
7669	TAL1	0.998958	1	1	0	T1	0.150044	0.424311
7670	THNSL2	0.998958	1	1	0	T1	0.150044	0.424311
7671	TRMT44	0.998958	1	1	0	T1	0.150044	0.424311
7672	ZRANB2	0.998958	1	1	0	T1	0.150044	0.424311
7673	HERC6	0.998957	1	1	0	T1	0.150044	0.424311
7674	KHK	0.998957	1	1	0	T1	0.150044	0.424311
7675	RCAN3	0.998957	1	1	0	T1	0.150044	0.424311
7676	RGS8	0.998957	1	1	0	T1	0.150044	0.424311
7677	RNF10	0.998957	1	1	0	T1	0.150044	0.424311
7678	TMEM108	0.998957	1	1	0	T1	0.150044	0.424311
7679	ACR	0.998956	1	1	0	T1	0.150044	0.424311
7680	ARHGAP5	0.998956	1	1	0	T1	0.150044	0.424311
7681	CFAP77	0.998956	1	1	0	T1	0.150044	0.424311
7682	CRTC2	0.998956	1	1	0	T1	0.150044	0.424311
7683	F7	0.998956	1	1	0	T1	0.150044	0.424311
7684	GRAP	0.998956	1	1	0	T1	0.150044	0.424311
7685	MGAT1	0.998956	1	1	0	T1	0.150044	0.424311
7686	NDUFS6	0.998956	1	1	1	T1	0.150044	0.424311
7687	NEPRO	0.998956	1	1	0	T1	0.150044	0.424311
7688	PITHD1	0.998956	1	1	0	T1	0.150044	0.424311
7689	RAB11FIP5	0.998956	1	1	0	T1	0.150044	0.424311
7690	SEC22C	0.998956	1	1	0	T1	0.150044	0.424311
7691	TMEM218	0.998956	1	1	0	T1	0.150044	0.424311
7692	ZFYVE16	0.998956	1	1	0	T1	0.150044	0.424311
7693	ZNF513	0.998956	1	1	0	T1	0.150044	0.424311
7694	ACVRL1	0.998955	1	1	0	T1	0.150044	0.424311
7695	CNBD1	0.998955	1	1	0	T1	0.150044	0.424311
7696	ELMOD3	0.998955	1	1	0	T1	0.150044	0.424311
7697	ENSG00000275163	0.998955	1	1	0	T1	0.150044	0.424311
7698	KCNMB2	0.998955	1	1	0	T1	0.150044	0.424311
7699	MED18	0.998955	1	1	0	T1	0.150044	0.424311
7700	METTL8	0.998955	1	1	0	T1	0.150044	0.424311
7701	RALA	0.998955	1	1	0	T1	0.150044	0.424311
7702	RNPEPL1	0.998955	1	1	0	T1	0.150044	0.424311
7703	SIAH2	0.998955	1	1	0	T1	0.150044	0.424311
7704	TSC2	0.998955	1	1	0	T1	0.150044	0.424311
7705	B4GALT4	0.998954	1	1	0	T1	0.150044	0.424311
7706	CHTOP	0.998954	1	1	0	T1	0.150044	0.424311
7707	ENSG00000249773	0.998954	1	1	0	T1	0.150044	0.424311
7708	EXT2	0.998954	1	1	0	T1	0.150044	0.424311
7709	GABRA2	0.998954	1	1	0	T1	0.150044	0.424311
7710	KDM2A	0.998954	1	1	0	T1	0.150044	0.424311
7711	MRPS17	0.998954	1	1	0	T1	0.150044	0.424311
7712	MUSTN1	0.998954	1	1	0	T1	0.150044	0.424311
7713	NDUFB2	0.998954	1	1	0	T1	0.150044	0.424311
7714	POLG	0.998954	1	1	0	T1	0.150044	0.424311
7715	PPP1R3B	0.998954	1	1	0	T1	0.150044	0.424311
7716	SMPDL3B	0.998954	1	1	0	T1	0.150044	0.424311
7717	ADAM8	0.998953	1	1	0	T1	0.150044	0.424311
7718	ALDH1A3	0.998953	1	1	0	T1	0.150044	0.424311
7719	ARHGEF37	0.998953	1	1	0	T1	0.150044	0.424311
7720	BBIP1	0.998953	1	1	0	T1	0.150044	0.424311
7721	CDKL2	0.998953	1	1	0	T1	0.150044	0.424311
7722	DVL1	0.998953	1	1	0	T1	0.150044	0.424311
7723	HAO2	0.998953	1	1	0	T1	0.150044	0.424311
7724	HMBS	0.998953	1	1	0	T1	0.150044	0.424311
7725	LIMA1	0.998953	1	1	0	T1	0.150044	0.424311
7726	RAB3IP	0.998953	1	1	0	T1	0.150044	0.424311
7727	SLC30A10	0.998953	1	1	0	T1	0.150044	0.424311
7728	TAC1	0.998953	1	1	0	T1	0.150044	0.424311
7729	TMEM53	0.998953	1	1	0	T1	0.150044	0.424311
7730	ZNF772	0.998953	1	1	0	T1	0.150044	0.424311
7731	BLCAP	0.998952	1	1	0	T1	0.150044	0.424311
7732	C3orf18	0.998952	1	1	0	T1	0.150044	0.424311
7733	CTNND1	0.998952	1	1	0	T1	0.150044	0.424311
7734	G6PC2	0.998952	1	1	0	T1	0.150044	0.424311
7735	IL12A	0.998952	1	1	0	T1	0.150044	0.424311
7736	LRWD1	0.998952	1	1	0	T1	0.150044	0.424311
7737	MAIP1	0.998952	1	1	0	T1	0.150044	0.424311
7738	NCBP2	0.998952	1	1	0	T1	0.150044	0.424311
7739	NFU1	0.998952	1	1	0	T1	0.150044	0.424311
7740	PHC1	0.998952	1	1	0	T1	0.150044	0.424311
7741	PPP2R2C	0.998952	1	1	0	T1	0.150044	0.424311
7742	RACK1	0.998952	1	1	0	T1	0.150044	0.424311
7743	ZNF7	0.998952	1	1	0	T1	0.150044	0.424311
7744	AMBN	0.998951	1	1	0	T1	0.150044	0.424311
7745	CCDC12	0.998951	1	1	0	T1	0.150044	0.424311
7746	CCDC14	0.998951	1	1	0	T1	0.150044	0.424311
7747	CDCP1	0.998951	1	1	0	T1	0.150044	0.424311
7748	CDK4	0.998951	1	1	0	T1	0.150044	0.424311
7749	CHDH	0.998951	1	1	0	T1	0.150044	0.424311
7750	DCLK1	0.998951	1	1	0	T1	0.150044	0.424311
7751	ELL2	0.998951	1	1	0	T1	0.150044	0.424311
7752	IL1RL1	0.998951	1	1	0	T1	0.150044	0.424311
7753	KLF3	0.998951	1	1	0	T1	0.150044	0.424311
7754	NEGR1	0.998951	1	1	0	T1	0.150044	0.424311
7755	SNX19	0.998951	1	1	0	T1	0.150044	0.424311
7756	SYNE2	0.998951	1	1	0	T1	0.150044	0.424311
7757	TMEM150A	0.998951	1	1	0	T1	0.150044	0.424311
7758	ANAPC5	0.998950	1	1	0	T1	0.150044	0.424311
7759	COL4A2	0.998950	1	1	0	T1	0.150044	0.424311
7760	GLYCTK	0.998950	1	1	0	T1	0.150044	0.424311
7761	HSD17B13	0.998950	1	1	0	T1	0.150044	0.424311
7762	MAPK8IP1	0.998950	1	1	0	T1	0.150044	0.424311
7763	MYO7A	0.998950	1	1	0	T1	0.150044	0.424311
7764	NCAPD3	0.998950	1	1	0	T1	0.150044	0.424311
7765	PEX10	0.998950	1	1	0	T1	0.150044	0.424311
7766	RALB	0.998950	1	1	0	T1	0.150044	0.424311
7767	RBP1	0.998950	1	1	0	T1	0.150044	0.424311
7768	RCBTB1	0.998950	1	1	0	T1	0.150044	0.424311
7769	SCN8A	0.998950	1	1	0	T1	0.150044	0.424311
7770	TMEM9	0.998950	1	1	0	T1	0.150044	0.424311
7771	UBE2E1	0.998950	1	1	0	T1	0.150044	0.424311
7772	BLM	0.998949	1	1	0	T1	0.150044	0.424311
7773	GSX2	0.998949	1	1	0	T1	0.150044	0.424311
7774	NR2F2	0.998949	1	1	0	T1	0.150044	0.424311
7775	PKP2	0.998949	1	1	0	T1	0.150044	0.424311
7776	PLEKHO1	0.998949	1	1	0	T1	0.150044	0.424311
7777	PLEKHS1	0.998949	1	1	0	T1	0.150044	0.424311
7778	PRSS58	0.998949	1	1	0	T1	0.150044	0.424311
7779	RPS7	0.998949	1	1	0	T1	0.150044	0.424311
7780	TNFSF8	0.998949	1	1	0	T1	0.150044	0.424311
7781	ZNF423	0.998949	1	1	0	T1	0.150044	0.424311
7782	ABCC9	0.998948	1	1	0	T1	0.150044	0.424311
7783	ABHD14B	0.998948	1	1	0	T1	0.150044	0.424311
7784	C2orf49	0.998948	1	1	0	T1	0.150044	0.424311
7785	DUSP6	0.998948	1	1	0	T1	0.150044	0.424311
7786	ELK4	0.998948	1	1	0	T1	0.150044	0.424311
7787	GPRC6A	0.998948	1	1	0	T1	0.150044	0.424311
7788	ITPRID1	0.998948	1	1	0	T1	0.150044	0.424311
7789	NHERF4	0.998948	1	1	0	T1	0.150044	0.424311
7790	NR1H4	0.998948	1	1	0	T1	0.150044	0.424311
7791	PER3	0.998948	1	1	0	T1	0.150044	0.424311
7792	PNPT1	0.998948	1	1	0	T1	0.150044	0.424311
7793	SAG	0.998948	1	1	0	T1	0.150044	0.424311
7794	SAXO1	0.998948	1	1	0	T1	0.150044	0.424311
7795	SBF2	0.998948	1	1	0	T1	0.150044	0.424311
7796	STON1	0.998948	1	1	0	T1	0.150044	0.424311
7797	AREG	0.998947	1	1	0	T1	0.150044	0.424311
7798	ARPP21	0.998947	1	1	0	T1	0.150044	0.424311
7799	CYCS	0.998947	1	1	0	T1	0.150044	0.424311
7800	FAM124B	0.998947	1	1	0	T1	0.150044	0.424311
7801	LDHA	0.998947	1	1	0	T1	0.150044	0.424311
7802	LEO1	0.998947	1	1	0	T1	0.150044	0.424311
7803	MELTF	0.998947	1	1	0	T1	0.150044	0.424311
7804	MLH3	0.998947	1	1	0	T1	0.150044	0.424311
7805	NDNF	0.998947	1	1	0	T1	0.150044	0.424311
7806	RAB13	0.998947	1	1	0	T1	0.150044	0.424311
7807	TMEM182	0.998947	1	1	0	T1	0.150044	0.424311
7808	VIT	0.998947	1	1	0	T1	0.150044	0.424311
7809	ARV1	0.998946	1	1	0	T1	0.150044	0.424311
7810	ATG4C	0.998946	1	1	0	T1	0.150044	0.424311
7811	CALHM6	0.998946	1	1	0	T1	0.150044	0.424311
7812	ERGIC1	0.998946	1	1	0	T1	0.150044	0.424311
7813	RALGAPA1	0.998946	1	1	0	T1	0.150044	0.424311
7814	RETREG2	0.998946	1	1	0	T1	0.150044	0.424311
7815	RMDN2	0.998946	1	1	0	T1	0.150044	0.424311
7816	TINF2	0.998946	1	1	0	T1	0.150044	0.424311
7817	TRPC4	0.998946	1	1	0	T1	0.150044	0.424311
7818	VDR	0.998946	1	1	0	T1	0.150044	0.424311
7819	ASIC1	0.998945	1	1	0	T1	0.150044	0.424311
7820	CHKA	0.998945	1	1	0	T1	0.150044	0.424311
7821	DDI2	0.998945	1	1	0	T1	0.150044	0.424311
7822	FDPS	0.998945	1	1	0	T1	0.150044	0.424311
7823	GSTM3	0.998945	1	1	0	T1	0.150044	0.424311
7824	MARS1	0.998945	1	1	0	T1	0.150044	0.424311
7825	NDUFA10	0.998945	1	1	0	T1	0.150044	0.424311
7826	NOS1	0.998945	1	1	0	T1	0.150044	0.424311
7827	NPNT	0.998945	1	1	0	T1	0.150044	0.424311
7828	OTOP2	0.998945	1	1	0	T1	0.150044	0.424311
7829	PHKG2	0.998945	1	1	0	T1	0.150044	0.424311
7830	SETD9	0.998945	1	1	0	T1	0.150044	0.424311
7831	TRPM7	0.998945	1	1	0	T1	0.150044	0.424311
7832	UBE2D2	0.998945	1	1	0	T1	0.150044	0.424311
7833	AKT1	0.998944	1	1	0	T1	0.150044	0.424311
7834	CCDC150	0.998944	1	1	0	T1	0.150044	0.424311
7835	CCDC18	0.998944	1	1	0	T1	0.150044	0.424311
7836	COMMD10	0.998944	1	1	0	T1	0.150044	0.424311
7837	GADD45A	0.998944	1	1	0	T1	0.150044	0.424311
7838	MARK3	0.998944	1	1	0	T1	0.150044	0.424311
7839	PUS1	0.998944	1	1	0	T1	0.150044	0.424311
7840	RDH14	0.998944	1	1	0	T1	0.150044	0.424311
7841	RNF31	0.998944	1	1	0	T1	0.150044	0.424311
7842	TP53INP1	0.998944	1	1	0	T1	0.150044	0.424311
7843	TSC22D2	0.998944	1	1	0	T1	0.150044	0.424311
7844	ZNF286A	0.998944	1	1	0	T1	0.150044	0.424311
7845	ABI3BP	0.998943	1	1	0	T1	0.150044	0.424311
7846	AXDND1	0.998943	1	1	0	T1	0.150044	0.424311
7847	CTCF	0.998943	1	1	0	T1	0.150044	0.424311
7848	DPH3	0.998943	1	1	0	T1	0.150044	0.424311
7849	EIF2AK1	0.998943	1	1	1	T1	0.150044	0.424311
7850	FERMT3	0.998943	1	1	0	T1	0.150044	0.424311
7851	HAAO	0.998943	1	1	0	T1	0.150044	0.424311
7852	LZTS1	0.998943	1	1	0	T1	0.150044	0.424311
7853	PYGM	0.998943	1	1	0	T1	0.150044	0.424311
7854	SCNM1	0.998943	1	1	0	T1	0.150044	0.424311
7855	SLC22A15	0.998943	1	1	0	T1	0.150044	0.424311
7856	UBR1	0.998943	1	1	0	T1	0.150044	0.424311
7857	ZYG11A	0.998943	1	1	0	T1	0.150044	0.424311
7858	CHEK1	0.998942	1	1	0	T1	0.150044	0.424311
7859	CNTN1	0.998942	1	1	0	T1	0.150044	0.424311
7860	DGKA	0.998942	1	1	0	T1	0.150044	0.424311
7861	DIS3	0.998942	1	1	0	T1	0.150044	0.424311
7862	ENTREP3	0.998942	1	1	0	T1	0.150044	0.424311
7863	FAM114A1	0.998942	1	1	0	T1	0.150044	0.424311
7864	FAM53B	0.998942	1	1	0	T1	0.150044	0.424311
7865	PCNX1	0.998942	1	1	0	T1	0.150044	0.424311
7866	RGS6	0.998942	1	1	0	T1	0.150044	0.424311
7867	RHOC	0.998942	1	1	0	T1	0.150044	0.424311
7868	RORA	0.998942	1	1	0	T1	0.150044	0.424311
7869	SLC30A2	0.998942	1	1	0	T1	0.150044	0.424311
7870	TTC32	0.998942	1	1	0	T1	0.150044	0.424311
7871	ANKRD53	0.998941	1	1	0	T1	0.150044	0.424311
7872	ANKS1B	0.998941	1	1	0	T1	0.150044	0.424311
7873	C2CD3	0.998941	1	1	0	T1	0.150044	0.424311
7874	CD33	0.998941	1	1	0	T1	0.150044	0.424311
7875	CDKL1	0.998941	1	1	0	T1	0.150044	0.424311
7876	CFAP45	0.998941	1	1	0	T1	0.150044	0.424311
7877	CHD1L	0.998941	1	1	0	T1	0.150044	0.424311
7878	KLHL24	0.998941	1	1	0	T1	0.150044	0.424311
7879	POSTN	0.998941	1	1	0	T1	0.150044	0.424311
7880	PYCR2	0.998941	1	1	0	T1	0.150044	0.424311
7881	SF3B2	0.998941	1	1	0	T1	0.150044	0.424311
7882	SLC25A48	0.998941	1	1	0	T1	0.150044	0.424311
7883	VWA5B1	0.998941	1	1	0	T1	0.150044	0.424311
7884	EIF3I	0.998940	1	1	0	T1	0.150044	0.424311
7885	GOLGB1	0.998940	1	1	0	T1	0.150044	0.424311
7886	GPR89B	0.998940	1	1	0	T1	0.150044	0.424311
7887	LY75	0.998940	1	1	0	T1	0.150044	0.424311
7888	LY75-CD302	0.998940	1	1	0	T1	0.150044	0.424311
7889	MAL	0.998940	1	1	0	T1	0.150044	0.424311
7890	MFSD14A	0.998940	1	1	0	T1	0.150044	0.424311
7891	PANK3	0.998940	1	1	0	T1	0.150044	0.424311
7892	PLA2G2E	0.998940	1	1	0	T1	0.150044	0.424311
7893	PYGL	0.998940	1	1	0	T1	0.150044	0.424311
7894	SGMS2	0.998940	1	1	0	T1	0.150044	0.424311
7895	ANKAR	0.998939	1	1	0	T1	0.150044	0.424311
7896	CHMP3	0.998939	1	1	0	T1	0.150044	0.424311
7897	ENO2	0.998939	1	1	0	T1	0.150044	0.424311
7898	EPS8	0.998939	1	1	0	T1	0.150044	0.424311
7899	FOXN3	0.998939	1	1	0	T1	0.150044	0.424311
7900	MROH2A	0.998939	1	1	0	T1	0.150044	0.424311
7901	SLC5A9	0.998939	1	1	0	T1	0.150044	0.424311
7902	TP53BP1	0.998939	1	1	0	T1	0.150044	0.424311
7903	TRIM15	0.998939	1	1	0	T1	0.150044	0.424311
7904	ZNF398	0.998939	1	1	0	T1	0.150044	0.424311
7905	ABHD5	0.998938	1	1	0	T1	0.150044	0.424311
7906	AMPD3	0.998938	1	1	0	T1	0.150044	0.424311
7907	CDC42BPB	0.998938	1	1	0	T1	0.150044	0.424311
7908	CREB1	0.998938	1	1	0	T1	0.150044	0.424311
7909	CTTN	0.998938	1	1	0	T1	0.150044	0.424311
7910	HAX1	0.998938	1	1	0	T1	0.150044	0.424311
7911	IGHMBP2	0.998938	1	1	0	T1	0.150044	0.424311
7912	LRRC41	0.998938	1	1	0	T1	0.150044	0.424311
7913	NEMF	0.998938	1	1	0	T1	0.150044	0.424311
7914	PCDHA1	0.998938	1	1	0	T1	0.150044	0.424311
7915	PCDHA10	0.998938	1	1	0	T1	0.150044	0.424311
7916	PCDHA11	0.998938	1	1	0	T1	0.150044	0.424311
7917	PCDHA12	0.998938	1	1	0	T1	0.150044	0.424311
7918	PCDHA13	0.998938	1	1	0	T1	0.150044	0.424311
7919	PCDHA2	0.998938	1	1	0	T1	0.150044	0.424311
7920	PCDHA3	0.998938	1	1	0	T1	0.150044	0.424311
7921	PCDHA4	0.998938	1	1	0	T1	0.150044	0.424311
7922	PCDHA5	0.998938	1	1	0	T1	0.150044	0.424311
7923	PCDHA6	0.998938	1	1	0	T1	0.150044	0.424311
7924	PCDHA7	0.998938	1	1	0	T1	0.150044	0.424311
7925	PCDHA8	0.998938	1	1	0	T1	0.150044	0.424311
7926	PCDHA9	0.998938	1	1	0	T1	0.150044	0.424311
7927	PCDHAC1	0.998938	1	1	0	T1	0.150044	0.424311
7928	PCDHAC2	0.998938	1	1	0	T1	0.150044	0.424311
7929	PRSS55	0.998938	1	1	0	T1	0.150044	0.424311
7930	RPP14	0.998938	1	1	0	T1	0.150044	0.424311
7931	TANK	0.998938	1	1	0	T1	0.150044	0.424311
7932	TMA16	0.998938	1	1	0	T1	0.150044	0.424311
7933	URB2	0.998938	1	1	0	T1	0.150044	0.424311
7934	WDHD1	0.998938	1	1	0	T1	0.150044	0.424311
7935	ZDHHC20	0.998938	1	1	0	T1	0.150044	0.424311
7936	BAZ2A	0.998937	1	1	0	T1	0.150044	0.424311
7937	DENND5B	0.998937	1	1	0	T1	0.150044	0.424311
7938	ELP4	0.998937	1	1	0	T1	0.150044	0.424311
7939	FAH	0.998937	1	1	0	T1	0.150044	0.424311
7940	IQGAP1	0.998937	1	1	0	T1	0.150044	0.424311
7941	PRDM11	0.998937	1	1	0	T1	0.150044	0.424311
7942	RNF181	0.998937	1	1	0	T1	0.150044	0.424311
7943	C1orf52	0.998936	1	1	0	T1	0.150044	0.424311
7944	DNAJC18	0.998936	1	1	0	T1	0.150044	0.424311
7945	DQX1	0.998936	1	1	0	T1	0.150044	0.424311
7946	ESM1	0.998936	1	1	0	T1	0.150044	0.424311
7947	GLDN	0.998936	1	1	0	T1	0.150044	0.424311
7948	HECTD1	0.998936	1	1	0	T1	0.150044	0.424311
7949	KCNC4	0.998936	1	1	0	T1	0.150044	0.424311
7950	NIN	0.998936	1	1	0	T1	0.150044	0.424311
7951	RGS5	0.998936	1	1	0	T1	0.150044	0.424311
7952	TH	0.998936	1	1	0	T1	0.150044	0.424311
7953	ADAMTS4	0.998935	1	1	0	T1	0.150044	0.424311
7954	DMP1	0.998935	1	1	0	T1	0.150044	0.424311
7955	DMRT1	0.998935	1	1	0	T1	0.150044	0.424311
7956	HHAT	0.998935	1	1	0	T1	0.150044	0.424311
7957	PTCRA	0.998935	1	1	0	T1	0.150044	0.424311
7958	PTPN6	0.998935	1	1	0	T1	0.150044	0.424311
7959	RPUSD4	0.998935	1	1	0	T1	0.150044	0.424311
7960	SLC33A1	0.998935	1	1	0	T1	0.150044	0.424311
7961	SORL1	0.998935	1	1	0	T1	0.150044	0.424311
7962	ABCC8	0.998934	1	1	1	T1	0.150044	0.424311
7963	DDB1	0.998934	1	1	0	T1	0.150044	0.424311
7964	DDHD1	0.998934	1	1	0	T1	0.150044	0.424311
7965	LEFTY2	0.998934	1	1	0	T1	0.150044	0.424311
7966	MYL10	0.998934	1	1	0	T1	0.150044	0.424311
7967	NALCN	0.998934	1	1	0	T1	0.150044	0.424311
7968	SETMAR	0.998934	1	1	0	T1	0.150044	0.424311
7969	SNAP47	0.998934	1	1	0	T1	0.150044	0.424311
7970	TCF12	0.998934	1	1	0	T1	0.150044	0.424311
7971	TMEM175	0.998934	1	1	0	T1	0.150044	0.424311
7972	WSCD2	0.998934	1	1	0	T1	0.150044	0.424311
7973	XXYLT1	0.998934	1	1	0	T1	0.150044	0.424311
7974	ACTR10	0.998933	1	1	0	T1	0.150044	0.424311
7975	API5	0.998933	1	1	0	T1	0.150044	0.424311
7976	BLTP3B	0.998933	1	1	0	T1	0.150044	0.424311
7977	BSCL2	0.998933	1	1	0	T1	0.150044	0.424311
7978	CAMLG	0.998933	1	1	0	T1	0.150044	0.424311
7979	F11R	0.998933	1	1	0	T1	0.150044	0.424311
7980	FOXG1	0.998933	1	1	0	T1	0.150044	0.424311
7981	GLIS1	0.998933	1	1	0	T1	0.150044	0.424311
7982	IL31RA	0.998933	1	1	0	T1	0.150044	0.424311
7983	RAD9A	0.998933	1	1	0	T1	0.150044	0.424311
7984	STARD6	0.998933	1	1	0	T1	0.150044	0.424311
7985	DCLK2	0.998932	1	1	0	T1	0.150044	0.424311
7986	DNAJB14	0.998932	1	1	0	T1	0.150044	0.424311
7987	SYT1	0.998932	1	1	0	T1	0.150044	0.424311
7988	EDC3	0.998931	1	1	0	T1	0.150044	0.424311
7989	HELB	0.998931	1	1	0	T1	0.150044	0.424311
7990	MYH11	0.998931	1	1	0	T1	0.150044	0.424311
7991	MYRF	0.998931	1	1	0	T1	0.150044	0.424311
7992	NGF	0.998931	1	1	0	T1	0.150044	0.424311
7993	PADI4	0.998931	1	1	0	T1	0.150044	0.424311
